ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT
593	NdandaCaa	Grass	níɲɛ́	níɲɛ́	n í/i ɲ ɛ́/ɛ		515	n í/i ɲ ɛ́/ɛ
594	NdandaMeno	Grass	níɲɛ́	níɲɛ́	n í/i ɲ ɛ́/ɛ		515	n í/i ɲ ɛ́/ɛ
595	NdandaLek	Grass	ɲìɲà	ɲìɲà	ɲ ì/i ɲ à/a		515	ɲ ì/i ɲ à/a
596	NdandaNgwa	Grass	níɲá	níɲá	n í/i ɲ á/a		515	n í/i ɲ á/a
597	NdandaTwefap	Grass	ɲɛ̌	ɲɛ̌	ɲ ɛ̌/ɛ		515	ɲ ɛ̌/ɛ - -
598	NdandaDenfap	Grass	ɲɛ̌	ɲɛ̌	ɲ ɛ̌/ɛ		515	ɲ ɛ̌/ɛ - -
599	NdandaZua	Grass	ɲìɲà	ɲìɲà	ɲ ì/i ɲ à/a		515	ɲ ì/i ɲ à/a
600	Goshimjang	Grass	ɲìɲà	ɲìɲà	ɲ ì/i ɲ à/a		515	ɲ ì/i ɲ à/a
1721	NdandaNyep	Green	lɨ́gɨ̌ lɨ́gɨ̌	lɨ́gɨ̌_lɨ́gɨ̌	l ɨ́/ɨ g ɨ̌/ɨ + l ɨ́/ɨ g ɨ̌/ɨ		529 530	l ɨ́/ɨ g ɨ̌/ɨ + l ɨ́/ɨ g ɨ̌/ɨ
1722	NdandaShingou	Green	lɨ́gɨ̌ lɨ́gɨ̌	lɨ́gɨ̌_lɨ́gɨ̌	l ɨ́/ɨ g ɨ̌/ɨ + l ɨ́/ɨ g ɨ̌/ɨ		529 530	l ɨ́/ɨ g ɨ̌/ɨ + l ɨ́/ɨ g ɨ̌/ɨ
1723	NdandaCaa	Green	níɲɛ̀p fǐ	níɲɛ̀p_fǐ	n í/i ɲ ɛ̀/ɛ p + f ǐ/i		527 528	n í/i - - ɲ ɛ̀/ɛ - p - + f ǐ/i
1724	NdandaMeno	Green	nûjɛ̌nûjɛ̌	nûjɛ̌nûjɛ̌	n û/u j ɛ̌/ɛ n û/u j ɛ̌/ɛ		527	n û/u j ɛ̌/ɛ n û/u j - ɛ̌/ɛ
1725	NdandaLek	Green	ŋwaʔwaʔ	ŋwaʔwaʔ	ŋʷ a ʔʷ a ʔ		526	ŋʷ a ʔʷ - a ʔ
1726	NdandaNgwa	Green	niɲɛkɣǔ	niɲɛkɣǔ	n i ɲ ɛ k ɣ ǔ/u		527	n i - - ɲ ɛ k ɣ ǔ/u
1727	NdandaTwefap	Green	niɲɛkɣǔ	niɲɛkɣǔ	n i ɲ ɛ k ɣ ǔ/u		527	n i - - ɲ ɛ k ɣ ǔ/u
1728	NdandaDenfap	Green	niɲɛkɣǔ	niɲɛkɣǔ	n i ɲ ɛ k ɣ ǔ/u		527	n i - - ɲ ɛ k ɣ ǔ/u
1729	NdandaZua	Green	ɲìɲàfí	ɲìɲàfí	ɲ ì/i ɲ à/a f í/i		527	ɲ ì/i - - ɲ à/a - f í/i
1730	Goshimjang	Green	ɲwɛ̀ʔɲwɛ̀ʔ	ɲwɛ̀ʔɲwɛ̀ʔ	ɲʷ ɛ̀/ɛ ʔ ɲʷ ɛ̀/ɛ ʔ		526	ɲʷ ɛ̀/ɛ ʔ ɲʷ ɛ̀/ɛ ʔ
851	NdandaNyep	Guts	tʃǎ	tʃǎ	tʃ ǎ/a		540	tʃ - ǎ/a
852	NdandaShingou	Guts	zú vɔ̌p	zú_vɔ̌p	z ú/u + v ɔ̌/ɔ p		540 541	- z ú/u + v ɔ̌/ɔ p
853	NdandaCaa	Guts	tʃǎ	tʃǎ	tʃ ǎ/a		540	tʃ - ǎ/a
854	NdandaMeno	Guts	tʃǎ	tʃǎ	tʃ ǎ/a		540	tʃ - ǎ/a
855	NdandaLek	Guts	ntú	ntú	ⁿt ú/u		540	ⁿt - ú/u
856	NdandaNgwa	Guts	tʃǎ	tʃǎ	tʃ ǎ/a		540	tʃ - ǎ/a
857	NdandaTwefap	Guts	ntʃǔ	ntʃǔ	ⁿt ʃ ǔ/u		540	ⁿt ʃ ǔ/u
858	NdandaDenfap	Guts	ntʃǔ	ntʃǔ	ⁿt ʃ ǔ/u		540	ⁿt ʃ ǔ/u
859	NdandaZua	Guts	ntú	ntú	ⁿt ú/u		540	ⁿt - ú/u
860	Goshimjang	Guts	ntú	ntú	ⁿt ú/u		540	ⁿt - ú/u
701	NdandaNyep	Hair	nɨ̌gé	nɨ̌gé	n ɨ̌/ɨ g é/e		553	n ɨ̌/ɨ g é/e
702	NdandaShingou	Hair	nɨ̌gé	nɨ̌gé	n ɨ̌/ɨ g é/e		553	n ɨ̌/ɨ g é/e
703	NdandaCaa	Hair	nɨ̌gé	nɨ̌gé	n ɨ̌/ɨ g é/e		553	n ɨ̌/ɨ g é/e
704	NdandaMeno	Hair	nɨ̌gé	nɨ̌gé	n ɨ̌/ɨ g é/e		553	n ɨ̌/ɨ g é/e
705	NdandaLek	Hair	ɲìŋtʃwí	ɲìŋtʃwí	ɲ ì/i ŋ tʃʷ í/i		552	ɲ ì/i ŋ tʃʷ í/i
706	NdandaNgwa	Hair	nɔ̂k	nɔ̂k	n ɔ̂/ɔ k		553	n ɔ̂/ɔ k -
707	NdandaTwefap	Hair	nɔ̂k	nɔ̂k	n ɔ̂/ɔ k		553	n ɔ̂/ɔ k -
708	NdandaDenfap	Hair	nɔ̂k	nɔ̂k	n ɔ̂/ɔ k		553	n ɔ̂/ɔ k -
709	NdandaZua	Hair	ɲìŋtʃwí	ɲìŋtʃwí	ɲ ì/i ŋ tʃʷ í/i		552	ɲ ì/i ŋ tʃʷ í/i
710	Goshimjang	Hair	ɲìŋtʃwí	ɲìŋtʃwí	ɲ ì/i ŋ tʃʷ í/i		552	ɲ ì/i ŋ tʃʷ í/i
821	NdandaNyep	Hand	pú	pú	p ú/u		563	p ú/u
822	NdandaShingou	Hand	mbú mú	mbú_mú	ⁿb ú/u + m ú/u		563 564	ⁿb ú/u + m ú/u
823	NdandaCaa	Hand	mbǔ	mbǔ	ⁿb ǔ/u		563	ⁿb ǔ/u
824	NdandaMeno	Hand	mbǔ	mbǔ	ⁿb ǔ/u		563	ⁿb ǔ/u
825	NdandaLek	Hand	pú	pú	p ú/u		563	p ú/u
826	NdandaNgwa	Hand	mbǔ	mbǔ	ⁿb ǔ/u		563	ⁿb ǔ/u
827	NdandaTwefap	Hand	pǔ	pǔ	p ǔ/u		563	p ǔ/u
828	NdandaDenfap	Hand	pǔ	pǔ	p ǔ/u		563	p ǔ/u
829	NdandaZua	Hand	bú	bú	b ú/u		563	b ú/u
830	Goshimjang	Hand	bú	bú	b ú/u		563	b ú/u
21	NdandaNyep	He	jɔ̌	jɔ̌	j ɔ̌/ɔ		575	j ɔ̌/ɔ
22	NdandaShingou	He	jɔ̌	jɔ̌	j ɔ̌/ɔ		575	j ɔ̌/ɔ
23	NdandaCaa	He	jɔ̌	jɔ̌	j ɔ̌/ɔ		575	j ɔ̌/ɔ
24	NdandaMeno	He	jɔ̌	jɔ̌	j ɔ̌/ɔ		575	j ɔ̌/ɔ
25	NdandaLek	He	jɔ́	jɔ́	j ɔ́/ɔ		575	j ɔ́/ɔ
26	NdandaNgwa	He	ʒǔ	ʒǔ	ʒ ǔ/u		576	ʒ ǔ/u -
27	NdandaTwefap	He	ʒîp	ʒîp	ʒ î/i p		576	ʒ î/i p
28	NdandaDenfap	He	ʒɨ̌	ʒɨ̌	ʒ ɨ̌/ɨ		576	ʒ ɨ̌/ɨ -
29	NdandaZua	He	jó	jó	j ó/o		575	j ó/o
30	Goshimjang	He	jɔ́	jɔ́	j ɔ́/ɔ		575	j ɔ́/ɔ
711	NdandaNyep	Head	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ		586	tʷ - ɨ̌/ɨ
712	NdandaShingou	Head	tʃǔ	tʃǔ	tʃ ǔ/u		586	tʃ - ǔ/u
713	NdandaCaa	Head	tʃǔ	tʃǔ	tʃ ǔ/u		586	tʃ - ǔ/u
714	NdandaMeno	Head	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ		586	tʷ - ɨ̌/ɨ
715	NdandaLek	Head	tʃwí	tʃwí	tʃ w í/i		586	tʃ w í/i
716	NdandaNgwa	Head	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ		586	tʷ - ɨ̌/ɨ
717	NdandaTwefap	Head	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ		586	tʷ - ɨ̌/ɨ
718	NdandaDenfap	Head	twɨ̌	twɨ̌	tʷ ɨ̌/ɨ		586	tʷ - ɨ̌/ɨ
719	NdandaZua	Head	tʃwí	tʃwí	tʃ w í/i		586	tʃ w í/i
720	Goshimjang	Head	tʃwí	tʃwí	tʃ w í/i		586	tʃ w í/i
891	NdandaNyep	Heart	ntíɛ́p	ntíɛ́p	ⁿt í/i ɛ́/ɛ p		597	ⁿt í/i ɛ́/ɛ p -
892	NdandaShingou	Heart	ntíɛ́p	ntíɛ́p	ⁿt í/i ɛ́/ɛ p		597	ⁿt í/i ɛ́/ɛ p -
893	NdandaCaa	Heart	ntíjǎ	ntíjǎ	ⁿt í/i j ǎ/a		597	ⁿt í/i - j ǎ/a
894	NdandaMeno	Heart	tɨ́p	tɨ́p	t ɨ́/ɨ p		597	t ɨ́/ɨ - p -
895	NdandaLek	Heart	ntsí	ntsí	ⁿt s í/i		597	ⁿt - - s í/i
896	NdandaNgwa	Heart	tɨ̌p	tɨ̌p	t ɨ̌/ɨ p		597	t ɨ̌/ɨ - p -
897	NdandaTwefap	Heart	tɨ̌p	tɨ̌p	t ɨ̌/ɨ p		597	t ɨ̌/ɨ - p -
898	NdandaDenfap	Heart	tɨ̌p	tɨ̌p	t ɨ̌/ɨ p		597	t ɨ̌/ɨ - p -
899	NdandaZua	Heart	ntsí	ntsí	ⁿt s í/i		597	ⁿt - - s í/i
900	Goshimjang	Heart	ntsí	ntsí	ⁿt s í/i		597	ⁿt - - s í/i
301	NdandaNyep	Heavy	nzǐ	nzǐ	ⁿz ǐ/i		608	ⁿz ǐ/i
302	NdandaShingou	Heavy	nzǐ	nzǐ	ⁿz ǐ/i		608	ⁿz ǐ/i
303	NdandaCaa	Heavy	zɛ̂	zɛ̂	z ɛ̂/ɛ		608	z ɛ̂/ɛ
304	NdandaMeno	Heavy	zɛ̂	zɛ̂	z ɛ̂/ɛ		608	z ɛ̂/ɛ
305	NdandaLek	Heavy	ŋgɛ́ zɛ̀	ŋgɛ́_zɛ̀	ⁿg ɛ́/ɛ + z ɛ̀/ɛ		609 608	ⁿg ɛ́/ɛ + z ɛ̀/ɛ
306	NdandaNgwa	Heavy	zé	zé	z é/e		608	z é/e
307	NdandaTwefap	Heavy	ndzǐ	ndzǐ	ⁿdz ǐ/i		608	ⁿdz ǐ/i
308	NdandaDenfap	Heavy	tsé	tsé	ts é/e		608	ts é/e
309	NdandaZua	Heavy	zì	zì	z ì/i		608	z ì/i
310	Goshimjang	Heavy	zɛ̀	zɛ̀	z ɛ̀/ɛ		608	z ɛ̀/ɛ
81	NdandaNyep	Here	sɛ̌	sɛ̌	s ɛ̌/ɛ		620	- - s ɛ̌/ɛ
82	NdandaShingou	Here	sɛ̌	sɛ̌	s ɛ̌/ɛ		620	- - s ɛ̌/ɛ
83	NdandaCaa	Here	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ		620	- - ʃ ɛ̌/ɛ
84	NdandaMeno	Here	sâ	sâ	s â/a		620	- - s â/a
85	NdandaLek	Here	síndìʔì	síndìʔì	s í/i ⁿd ì/i ʔ ì/i		621	s í/i ⁿd ì/i ʔ ì/i
86	NdandaNgwa	Here	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ		620	- - ʃ ɛ̌/ɛ
87	NdandaTwefap	Here	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ		620	- - ʃ ɛ̌/ɛ
88	NdandaDenfap	Here	ʃɛ̌	ʃɛ̌	ʃ ɛ̌/ɛ		620	- - ʃ ɛ̌/ɛ
89	NdandaZua	Here	sílì	sílì	s í/i l ì/i		620	s í/i l ì/i
90	Goshimjang	Here	jísì	jísì	j í/i s ì/i		620	j í/i s ì/i
671	NdandaNyep	Horn	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k		631	ⁿd ɔ̌/ɔ k
672	NdandaShingou	Horn	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k		631	ⁿd ɔ̌/ɔ k
673	NdandaCaa	Horn	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k		631	ⁿd ɔ̌/ɔ k
674	NdandaMeno	Horn	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k		631	ⁿd ɔ̌/ɔ k
675	NdandaLek	Horn	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ		631	ⁿd ɔ́/ɔ ŋ
676	NdandaNgwa	Horn	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k		631	ⁿd ɔ̌/ɔ k
677	NdandaTwefap	Horn	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k		631	ⁿd ɔ̌/ɔ k
678	NdandaDenfap	Horn	ndɔ̌k	ndɔ̌k	ⁿd ɔ̌/ɔ k		631	ⁿd ɔ̌/ɔ k
679	NdandaZua	Horn	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ		631	ⁿd ɔ́/ɔ ŋ
680	Goshimjang	Horn	ndɔ́ŋ	ndɔ́ŋ	ⁿd ɔ́/ɔ ŋ		631	ⁿd ɔ́/ɔ ŋ
141	NdandaNyep	How	nděʔé	nděʔé	ⁿd ě/e ʔ é/e		642	ⁿd ě/e ʔ é/e
142	NdandaShingou	How	̀̀mɨ̂ ndí-ɛ́	̀mɨ̂_ndí-ɛ́	m ɨ̂/ɨ + ⁿd í/i + ɛ́/ɛ		646 642 643	m ɨ̂/ɨ + ⁿd í/i - - + ɛ́/ɛ
143	NdandaCaa	How	ndí-ɛ́	ndí-ɛ́	ⁿd í/i + ɛ́/ɛ		642 643	ⁿd í/i - - + ɛ́/ɛ
144	NdandaMeno	How	ndɛ̌ʔɛ̌	ndɛ̌ʔɛ̌	ⁿd ɛ̌/ɛ ʔ ɛ̌/ɛ		642	ⁿd ɛ̌/ɛ ʔ ɛ̌/ɛ
145	NdandaLek	How	ndɛ́ʔɛ́	ndɛ́ʔɛ́	ⁿd ɛ́/ɛ ʔ ɛ́/ɛ		642	ⁿd ɛ́/ɛ ʔ ɛ́/ɛ
146	NdandaNgwa	How	mébíʔhî	mébíʔhî	m é/e b í/i ʔ h î/i		645	m é/e b í/i ʔ h î/i
147	NdandaTwefap	How	pálíjɛ̌	pálíjɛ̌	p á/a l í/i j ɛ̌/ɛ		644	p á/a l í/i j ɛ̌/ɛ
148	NdandaDenfap	How	pálíjé	pálíjé	p á/a l í/i j é/e		644	p á/a l í/i j é/e
149	NdandaZua	How	ndàkɔ́	ndàkɔ́	ⁿd à/a k ɔ́/ɔ		642	ⁿd à/a k ɔ́/ɔ
150	Goshimjang	How	ndàkɔ́	ndàkɔ́	ⁿd à/a k ɔ́/ɔ		642	ⁿd à/a k ɔ́/ɔ
371	NdandaNyep	Human	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e		656	m ɨ̂/ɨ ⁿt è/e -
372	NdandaShingou	Human	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e		656	m ɨ̂/ɨ ⁿt è/e -
373	NdandaCaa	Human	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e		656	m ɨ̂/ɨ ⁿt è/e -
374	NdandaMeno	Human	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e		656	m ɨ̂/ɨ ⁿt è/e -
375	NdandaLek	Human	̀mə̀ntə̀	mə̀ntə̀	m ə̀/ə ⁿt ə̀/ə		656	m ə̀/ə ⁿt ə̀/ə -
376	NdandaNgwa	Human	mɨ̂ntè	mɨ̂ntè	m ɨ̂/ɨ ⁿt è/e		656	m ɨ̂/ɨ ⁿt è/e -
377	NdandaTwefap	Human	mîntɨ̀k	mîntɨ̀k	m î/i ⁿt ɨ̀/ɨ k		656	m î/i ⁿt ɨ̀/ɨ k
378	NdandaDenfap	Human	mìntè	mìntè	m ì/i ⁿt è/e		656	m ì/i ⁿt è/e -
379	NdandaZua	Human	̀mə̀ntə̀	mə̀ntə̀	m ə̀/ə ⁿt ə̀/ə		656	m ə̀/ə ⁿt ə̀/ə -
380	Goshimjang	Human	̀mə̀ntə̀	mə̀ntə̀	m ə̀/ə ⁿt ə̀/ə		656	m ə̀/ə ⁿt ə̀/ə -
401	NdandaNyep	Husband	ndzúwì	ndzúwì	ⁿdz ú/u w ì/i		667	ⁿdz ú/u w ì/i
402	NdandaShingou	Husband	ndzǔ	ndzǔ	ⁿdz ǔ/u		667	ⁿdz ǔ/u - -
403	NdandaCaa	Husband	ndzǔ	ndzǔ	ⁿdz ǔ/u		667	ⁿdz ǔ/u - -
404	NdandaMeno	Husband	ndúwî	ndúwî	ⁿd ú/u w î/i		667	ⁿd ú/u w î/i
405	NdandaLek	Husband	ndúwi	ndúwi	ⁿd ú/u w i		667	ⁿd ú/u w i
406	NdandaNgwa	Husband	ndúwi	ndúwi	ⁿd ú/u w i		667	ⁿd ú/u w i
407	NdandaTwefap	Husband	dzwɨ̌	dzwɨ̌	d zʷ ɨ̌/ɨ		668	d zʷ ɨ̌/ɨ
408	NdandaDenfap	Husband	dzwɨ̌	dzwɨ̌	d zʷ ɨ̌/ɨ		668	d zʷ ɨ̌/ɨ
409	NdandaZua	Husband	ndúwî	ndúwî	ⁿd ú/u w î/i		667	ⁿd ú/u w î/i
410	Goshimjang	Husband	ndzúwì	ndzúwì	ⁿdz ú/u w ì/i		667	ⁿdz ú/u w ì/i
1	NdandaNyep	I	wɛ́	wɛ́	w ɛ́/ɛ		679	w ɛ́/ɛ
2	NdandaShingou	I	wɛ́	wɛ́	w ɛ́/ɛ		679	w ɛ́/ɛ
3	NdandaCaa	I	wɛ́	wɛ́	w ɛ́/ɛ		679	w ɛ́/ɛ
4	NdandaMeno	I	mé	mé	m é/e		678	m é/e
5	NdandaLek	I	mà	mà	m à/a		678	m à/a
6	NdandaNgwa	I	mǎ	mǎ	m ǎ/a		678	m ǎ/a
7	NdandaTwefap	I	mɔ̂	mɔ̂	m ɔ̂/ɔ		678	m ɔ̂/ɔ
8	NdandaDenfap	I	mé	mé	m é/e		678	m é/e
9	NdandaZua	I	̀mà	mà	m à/a		678	m à/a
10	Goshimjang	I	mà	mà	m à/a		678	m à/a
1641	NdandaNyep	Ice	ŋɨ̂p	ŋɨ̂p	ŋ ɨ̂/ɨ p		689	- - ŋ ɨ̂/ɨ p -
1642	NdandaShingou	Ice	ntɔ̌ŋíɛ́	ntɔ̌ŋíɛ́	ⁿt ɔ̌/ɔ ŋ í/i ɛ́/ɛ		689	ⁿt ɔ̌/ɔ ŋ í/i - ɛ́/ɛ
1643	NdandaCaa	Ice	ɲíɛ́ mbɨn	ɲíɛ́_mbɨn	ɲ í/i ɛ́/ɛ + ⁿb ɨ n		689 690	- - ɲ í/i - ɛ́/ɛ + ⁿb ɨ n
1644	NdandaMeno	Ice	ɲíɛ́ mbɨn	ɲíɛ́_mbɨn	ɲ í/i ɛ́/ɛ + ⁿb ɨ n		689 690	- - ɲ í/i - ɛ́/ɛ + ⁿb ɨ n
1645	NdandaLek	Ice	ɲɛ̀	ɲɛ̀	ɲ ɛ̀/ɛ		689	- - ɲ ɛ̀/ɛ - -
1646	NdandaNgwa	Ice	ŋúwɔ́ mbɨ̀ŋ	ŋúwɔ́_mbɨ̀ŋ	ŋ ú/u w ɔ́/ɔ + ⁿb ɨ̀/ɨ ŋ		689 690	- - ŋ ú/u w ɔ́/ɔ + ⁿb ɨ̀/ɨ ŋ
1647	NdandaTwefap	Ice	ŋúwɔ́ mbɨ̀ŋ	ŋúwɔ́_mbɨ̀ŋ	ŋ ú/u w ɔ́/ɔ + ⁿb ɨ̀/ɨ ŋ		689 690	- - ŋ ú/u w ɔ́/ɔ + ⁿb ɨ̀/ɨ ŋ
1648	NdandaDenfap	Ice	ŋúwɔ́ mbɨ̀ŋ	ŋúwɔ́_mbɨ̀ŋ	ŋ ú/u w ɔ́/ɔ + ⁿb ɨ̀/ɨ ŋ		689 690	- - ŋ ú/u w ɔ́/ɔ + ⁿb ɨ̀/ɨ ŋ
1649	NdandaZua	Ice	ɲɛ̀	ɲɛ̀	ɲ ɛ̀/ɛ		689	- - ɲ ɛ̀/ɛ - -
1650	Goshimjang	Ice	ɲɛ̀	ɲɛ̀	ɲ ɛ̀/ɛ		689	- - ɲ ɛ̀/ɛ - -
811	NdandaNyep	Knee	zûk	zûk	z û/u k		705	- - z û/u k
812	NdandaShingou	Knee	zúk	zúk	z ú/u k		705	- - z ú/u k
813	NdandaCaa	Knee	túzǔk	túzǔk	t ú/u z ǔ/u k		705	t ú/u z ǔ/u k
814	NdandaMeno	Knee	zúk	zúk	z ú/u k		705	- - z ú/u k
815	NdandaLek	Knee	zùk	zùk	z ù/u k		705	- - z ù/u k
816	NdandaNgwa	Knee	tútû	tútû	t ú/u t û/u		705	t ú/u t û/u -
817	NdandaTwefap	Knee	tétû	tétû	t é/e t û/u		705	t é/e t û/u -
818	NdandaDenfap	Knee	tétû	tétû	t é/e t û/u		705	t é/e t û/u -
819	NdandaZua	Knee	zúŋ	zúŋ	z ú/u ŋ		705	- - z ú/u ŋ
820	Goshimjang	Knee	zúŋ	zúŋ	z ú/u ŋ		705	- - z ú/u ŋ
1521	NdandaNyep	Lake	mɔ̌ʔ	mɔ̌ʔ	m ɔ̌/ɔ ʔ		718	m ɔ̌/ɔ ʔ -
1522	NdandaShingou	Lake	mɔ̌ʔ	mɔ̌ʔ	m ɔ̌/ɔ ʔ		718	m ɔ̌/ɔ ʔ -
1523	NdandaCaa	Lake	mɔ̌ʔ	mɔ̌ʔ	m ɔ̌/ɔ ʔ		718	m ɔ̌/ɔ ʔ -
1524	NdandaMeno	Lake	mɔ̌ʔ	mɔ̌ʔ	m ɔ̌/ɔ ʔ		718	m ɔ̌/ɔ ʔ -
1525	NdandaLek	Lake	nsə̀ŋgɣʉ́	nsə̀ŋgɣʉ́	ⁿs ə̀/ə ⁿg ɣ ʉ́/ʉ		719	ⁿs ə̀/ə ⁿg ɣ ʉ́/ʉ
1526	NdandaNgwa	Lake	mɔ̌ʔ	mɔ̌ʔ	m ɔ̌/ɔ ʔ		718	m ɔ̌/ɔ ʔ -
1527	NdandaTwefap	Lake	mɔ̌ʔ	mɔ̌ʔ	m ɔ̌/ɔ ʔ		718	m ɔ̌/ɔ ʔ -
1528	NdandaDenfap	Lake	́mɔ̌ʔɔ́	́mɔ̌ʔɔ́	m ɔ̌/ɔ ʔ ɔ́/ɔ		718	m ɔ̌/ɔ ʔ ɔ́/ɔ
1529	NdandaZua	Lake	búb ntsə̀	búb_ntsə̀	b ú/u b + ⁿt s ə̀/ə		716 717	b ú/u b + ⁿt s ə̀/ə
1530	Goshimjang	Lake	búb nsə̀	búb_nsə̀	b ú/u b + ⁿs ə̀/ə		716 717	b ú/u b + - ⁿs ə̀/ə
551	NdandaNyep	Leaf	nxê	nxê	n x ê/e		729	n x ê/e -
552	NdandaShingou	Leaf	nxê	nxê	n x ê/e		729	n x ê/e -
553	NdandaCaa	Leaf	nxê	nxê	n x ê/e		729	n x ê/e -
554	NdandaMeno	Leaf	nxê ntɨ̌	nxê_ntɨ̌	n x ê/e + ⁿt ɨ̌/ɨ		729 730	n x ê/e - + ⁿt ɨ̌/ɨ
555	NdandaLek	Leaf	ŋkxə̀	ŋkxə̀	ⁿk x ə̀/ə		729	ⁿk x ə̀/ə -
556	NdandaNgwa	Leaf	nxê	nxê	n x ê/e		729	n x ê/e -
557	NdandaTwefap	Leaf	kwěnt tsé	kwěnt_tsé	kʷ ě/e ⁿt + ts é/e		729 730	kʷ - ě/e ⁿt + ts é/e
558	NdandaDenfap	Leaf	kxə tsé	kxə_tsé	k x ə/ə + ts é/e		729 730	k x ə/ə - + ts é/e
559	NdandaZua	Leaf	ŋkxə̀	ŋkxə̀	ⁿk x ə̀/ə		729	ⁿk x ə̀/ə -
560	Goshimjang	Leaf	ŋkxə̀	ŋkxə̀	ⁿk x ə̀/ə		729	ⁿk x ə̀/ə -
1991	NdandaNyep	Left	tʃúwɔ̌bé	tʃúwɔ̌bé	tʃ ú/u w ɔ̌/ɔ b é/e		743	tʃ ú/u w ɔ̌/ɔ b é/e
1992	NdandaShingou	Left	tʃɔ̌bɔ̌	tʃɔ̌bɔ̌	tʃ ɔ̌/ɔ b ɔ̌/ɔ		743	tʃ ɔ̌/ɔ - - b ɔ̌/ɔ
1993	NdandaCaa	Left	tʃɔ̌bɔ̌	tʃɔ̌bɔ̌	tʃ ɔ̌/ɔ b ɔ̌/ɔ		743	tʃ ɔ̌/ɔ - - b ɔ̌/ɔ
1994	NdandaMeno	Left	tʃɔ̌bɔ̌	tʃɔ̌bɔ̌	tʃ ɔ̌/ɔ b ɔ̌/ɔ		743	tʃ ɔ̌/ɔ - - b ɔ̌/ɔ
1995	NdandaLek	Left	púkwìp	púkwìp	p ú/u kʷ ì/i p		744	p ú/u kʷ - ì/i p
1996	NdandaNgwa	Left	kxé	kxé	k x é/e		745	k x é/e
1997	NdandaTwefap	Left	wɔ̌kyûp	wɔ̌kyûp	w ɔ̌/ɔ k j û/u p		744	w ɔ̌/ɔ k j û/u p
1998	NdandaDenfap	Left	wɔ̌kyûp	wɔ̌kyûp	w ɔ̌/ɔ k j û/u p		744	w ɔ̌/ɔ k j û/u p
1999	NdandaZua	Left	bútʃòbə̀	bútʃòbə̀	b ú/u tʃ ò/o b ə̀/ə		743	b ú/u tʃ ò/o b ə̀/ə
2000	Goshimjang	Left	ʃɛ̀bì	ʃɛ̀bì	ʃ ɛ̀/ɛ b ì/i		743	ʃ ɛ̀/ɛ - - b ì/i
801	NdandaNyep	Leg	ŋkxé	ŋkxé	ⁿk x é/e		754	ⁿk x é/e
802	NdandaShingou	Leg	ŋkxé mú	ŋkxé_mú	ⁿk x é/e + m ú/u		754 755	ⁿk x é/e + m ú/u
803	NdandaCaa	Leg	ŋkxé mú	ŋkxé_mú	ⁿk x é/e + m ú/u		754 755	ⁿk x é/e + m ú/u
804	NdandaMeno	Leg	ŋkxé	ŋkxé	ⁿk x é/e		754	ⁿk x é/e
805	NdandaLek	Leg	kxə̀	kxə̀	k x ə̀/ə		754	k x ə̀/ə
806	NdandaNgwa	Leg	ŋkxé	ŋkxé	ⁿk x é/e		754	ⁿk x é/e
807	NdandaTwefap	Leg	ŋkxé	ŋkxé	ⁿk x é/e		754	ⁿk x é/e
808	NdandaDenfap	Leg	ŋkxwɔ̂	ŋkxwɔ̂	ⁿk xʷ ɔ̂/ɔ		754	ⁿk xʷ ɔ̂/ɔ
809	NdandaZua	Leg	kxə̀	kxə̀	k x ə̀/ə		754	k x ə̀/ə
810	Goshimjang	Leg	kxə̀	kxə̀	k x ə̀/ə		754	k x ə̀/ə
901	NdandaNyep	Liver	mbímí	mbímí	ⁿb í/i m í/i		769	ⁿb í/i m í/i
902	NdandaShingou	Liver	mbímǔ	mbímǔ	ⁿb í/i m ǔ/u		769	ⁿb í/i m ǔ/u
903	NdandaCaa	Liver	tʃɛ̌p zú	tʃɛ̌p_zú	tʃ ɛ̌/ɛ p + z ú/u		768 767	tʃ ɛ̌/ɛ p + - z ú/u
904	NdandaMeno	Liver	mbí	mbí	ⁿb í/i		769	ⁿb í/i - -
