# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
#
611	99_skin	Skin	NdandaNyep	Ndanda_Nyep	ŋgɨ́bé	ŋgɨ́bé	ⁿg ɨ́/ɨ b é/e	bato1245		5.254489	10.471901		1 7 1 7	AXBZ	KIPE	7	7.K.C 7.I.V 7.P.C 7.E.V	2.0 1.5 1.75 0.8	ⁿgɨ́/ɨbé/e	0	1220	ⁿg ɨ́/ɨ b é/e
612	99_skin	Skin	NdandaShingou	Ndanda_Shingou	ŋgɨ́bé nǔ	ŋgɨ́bé_nǔ	ⁿg ɨ́/ɨ b é/e + n ǔ/u	ndan1241		5.238847	10.491081		1 7 1 7 9 4 7	AXBZ_AX	KIPE_NY	8	8.K.C 8.I.V 8.P.C 8.E.V 8._._ 8.N.C 8.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ⁿgɨ́/ɨbé/e+nǔ/u	0	1220 1222	ⁿg ɨ́/ɨ b é/e + n ǔ/u
613	99_skin	Skin	NdandaCaa	Ndanda_Ca-a	mbâp nî	mbâp_nî	ⁿb â/a p + n î/i	ndan1241		5.14715	10.3942		1 7 1 9 4 7	AXN_AX	PAP_NI	2	2.P.C 2.A.V 2.P.c 2._._ 2.N.C 2.I.V	2.0 1.5 0.8 0.0 2.0 1.5	ⁿbâ/ap+nî/i	0	1221 1222	ⁿb â/a p + n î/i
614	99_skin	Skin	NdandaMeno	Ndanda_Meno	ŋgɨ́bé nǔ	ŋgɨ́bé_nǔ	ⁿg ɨ́/ɨ b é/e + n ǔ/u	ndan1241		5.069482	10.425853		1 7 1 7 9 4 7	AXBZ_AX	KIPE_NY	5	5.K.C 5.I.V 5.P.C 5.E.V 5._._ 5.N.C 5.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ⁿgɨ́/ɨbé/e+nǔ/u	0	1220 1222	ⁿg ɨ́/ɨ b é/e + n ǔ/u
615	99_skin	Skin	NdandaLek	Ndanda_Lek	ŋgə́bə́	ŋgə́bə́	ⁿg ə́/ə b ə́/ə	ndan1241		5.150741	10.429029		1 7 1 7	AXBZ	KEPE	4	4.K.C 4.E.V 4.P.C 4.E.V	2.0 1.5 1.75 0.8	ⁿgə́/əbə́/ə	0	1220	ⁿg ə́/ə b ə́/ə
616	99_skin	Skin	NdandaNgwa	Ndanda_Ngwa	ŋgɨ́p	ŋgɨ́p	ⁿg ɨ́/ɨ p	ndan1241		5.191047	10.473404		1 7 1	AXN	KIP	6	6.K.C 6.I.V 6.P.c	2.0 1.5 0.8	ⁿgɨ́/ɨp	0	1220	ⁿg ɨ́/ɨ p -
617	99_skin	Skin	NdandaTwefap	Ndanda_Twefap	ŋgɨ̂p	ŋgɨ̂p	ⁿg ɨ̂/ɨ p	ndan1241		5.027245	10.473575		1 7 1	AXN	KIP	9	9.K.C 9.I.V 9.P.c	2.0 1.5 0.8	ⁿgɨ̂/ɨp	0	1220	ⁿg ɨ̂/ɨ p -
618	99_skin	Skin	NdandaDenfap	Ndanda_Denfap	ŋgɨ̂p	ŋgɨ̂p	ⁿg ɨ̂/ɨ p	ndan1241		5.111459	10.336031		1 7 1	AXN	KIP	3	3.K.C 3.I.V 3.P.c	2.0 1.5 0.8	ⁿgɨ̂/ɨp	0	1220	ⁿg ɨ̂/ɨ p -
619	99_skin	Skin	NdandaZua	Ndanda_Zua	ŋgúbə́	ŋgúbə́	ⁿg ú/u b ə́/ə						1 7 1 7	AXBZ	KYPE	10	10.K.C 10.Y.V 10.P.C 10.E.V	2.0 1.5 1.75 0.8	ⁿgú/ubə́/ə	0	1220	ⁿg ú/u b ə́/ə
620	99_skin	Skin	Goshimjang	Goshimjang	ŋgúbí	ŋgúbí	ⁿg ú/u b í/i	ndan1241		5.234168	10.407013		1 7 1 7	AXBZ	KYPI	1	1.K.C 1.Y.V 1.P.C 1.I.V	2.0 1.5 1.75 0.8	ⁿgú/ubí/i	0	1220	ⁿg ú/u b í/i
#
1611	100_sky	Sky	NdandaNyep	Ndanda_Nyep	kàɣáménɛ̌p	kàɣáménɛ̌p	k à/a ɣ á/a m é/e n ɛ̌/ɛ p	bato1245		5.254489	10.471901		1 7 3 7 4 7 4 7 1	AXBYBYBYN	KAGAMENEP	7	7.K.C 7.A.V 7.G.C 7.A.V 7.M.C 7.E.V 7.N.C 7.E.V 7.P.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kà/aɣá/amé/enɛ̌/ɛp	0	1234	k à/a ɣ á/a m é/e n ɛ̌/ɛ p
1612	100_sky	Sky	NdandaShingou	Ndanda_Shingou	kàɣáménɛ̌p	kàɣáménɛ̌p	k à/a ɣ á/a m é/e n ɛ̌/ɛ p	ndan1241		5.238847	10.491081		1 7 3 7 4 7 4 7 1	AXBYBYBYN	KAGAMENEP	8	8.K.C 8.A.V 8.G.C 8.A.V 8.M.C 8.E.V 8.N.C 8.E.V 8.P.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kà/aɣá/amé/enɛ̌/ɛp	0	1234	k à/a ɣ á/a m é/e n ɛ̌/ɛ p
1613	100_sky	Sky	NdandaCaa	Ndanda_Ca-a	kàɣáménɛ̌p	kàɣáménɛ̌p	k à/a ɣ á/a m é/e n ɛ̌/ɛ p	ndan1241		5.14715	10.3942		1 7 3 7 4 7 4 7 1	AXBYBYBYN	KAGAMENEP	2	2.K.C 2.A.V 2.G.C 2.A.V 2.M.C 2.E.V 2.N.C 2.E.V 2.P.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kà/aɣá/amé/enɛ̌/ɛp	0	1234	k à/a ɣ á/a m é/e n ɛ̌/ɛ p
1614	100_sky	Sky	NdandaMeno	Ndanda_Meno	kàɣáménɛ̌p	kàɣáménɛ̌p	k à/a ɣ á/a m é/e n ɛ̌/ɛ p	ndan1241		5.069482	10.425853		1 7 3 7 4 7 4 7 1	AXBYBYBYN	KAGAMENEP	5	5.K.C 5.A.V 5.G.C 5.A.V 5.M.C 5.E.V 5.N.C 5.E.V 5.P.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kà/aɣá/amé/enɛ̌/ɛp	0	1234	k à/a ɣ á/a m é/e n ɛ̌/ɛ p
1615	100_sky	Sky	NdandaLek	Ndanda_Lek	ŋkǎmə̀nàm	ŋkǎmə̀nàm	ⁿk ǎ/a m ə̀/ə n à/a m	ndan1241		5.150741	10.429029		1 7 4 7 4 7 4	AXBYBYN	KAMENAM	4	4.K.C 4.A.V 4.M.C 4.E.V 4.N.C 4.A.V 4.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ⁿkǎ/amə̀/ənà/am	0	1234	ⁿk ǎ/a - - m ə̀/ə n à/a m
1616	100_sky	Sky	NdandaNgwa	Ndanda_Ngwa	kàɣáménɛ̌p	kàɣáménɛ̌p	k à/a ɣ á/a m é/e n ɛ̌/ɛ p	ndan1241		5.191047	10.473404		1 7 3 7 4 7 4 7 1	AXBYBYBYN	KAGAMENEP	6	6.K.C 6.A.V 6.G.C 6.A.V 6.M.C 6.E.V 6.N.C 6.E.V 6.P.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kà/aɣá/amé/enɛ̌/ɛp	0	1234	k à/a ɣ á/a m é/e n ɛ̌/ɛ p
1617	100_sky	Sky	NdandaTwefap	Ndanda_Twefap	kàɣáménɛ̌p	kàɣáménɛ̌p	k à/a ɣ á/a m é/e n ɛ̌/ɛ p	ndan1241		5.027245	10.473575		1 7 3 7 4 7 4 7 1	AXBYBYBYN	KAGAMENEP	9	9.K.C 9.A.V 9.G.C 9.A.V 9.M.C 9.E.V 9.N.C 9.E.V 9.P.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kà/aɣá/amé/enɛ̌/ɛp	0	1234	k à/a ɣ á/a m é/e n ɛ̌/ɛ p
1618	100_sky	Sky	NdandaDenfap	Ndanda_Denfap	kàɣáménɛ̌m	kàɣáménɛ̌m	k à/a ɣ á/a m é/e n ɛ̌/ɛ m	ndan1241		5.111459	10.336031		1 7 3 7 4 7 4 7 4	AXBYBYBYN	KAGAMENEM	3	3.K.C 3.A.V 3.G.C 3.A.V 3.M.C 3.E.V 3.N.C 3.E.V 3.M.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kà/aɣá/amé/enɛ̌/ɛm	0	1234	k à/a ɣ á/a m é/e n ɛ̌/ɛ m
1619	100_sky	Sky	NdandaZua	Ndanda_Zua	ŋkǎmə̀ɲə̀m	ŋkǎmə̀ɲəm	ⁿk ǎ/a m ə̀/ə ɲ ə/ə m						1 7 4 7 4 7 4	AXBYBYN	KAMENEM	10	10.K.C 10.A.V 10.M.C 10.E.V 10.N.C 10.E.V 10.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ⁿkǎ/amə̀/əɲə/əm	0	1234	ⁿk ǎ/a - - m ə̀/ə ɲ ə/ə m
1620	100_sky	Sky	Goshimjang	Goshimjang	ŋkǎmə̀ɲì̀m	ŋkǎmə̀ɲìm	ⁿk ǎ/a m ə̀/ə ɲ ì/i m	ndan1241		5.234168	10.407013		1 7 4 7 4 7 4	AXBYBYN	KAMENIM	1	1.K.C 1.A.V 1.M.C 1.E.V 1.N.C 1.I.V 1.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ⁿkǎ/amə̀/əɲì/im	0	1234	ⁿk ǎ/a - - m ə̀/ə ɲ ì/i m
#
311	101_small	Small	NdandaNyep	Ndanda_Nyep	kwɔ̌	kwɔ̌	kʷ ɔ̌/ɔ	bato1245		5.254489	10.471901		1 7	AX	KU	7	7.K.C 7.U.V	2.0 1.5	kʷɔ̌/ɔ	1	1245	kʷ - ɔ̌/ɔ
312	101_small	Small	NdandaShingou	Ndanda_Shingou	kwɔ̌	kwɔ̌	kʷ ɔ̌/ɔ	ndan1241		5.238847	10.491081		1 7	AX	KU	8	8.K.C 8.U.V	2.0 1.5	kʷɔ̌/ɔ	0	1245	kʷ - ɔ̌/ɔ
313	101_small	Small	NdandaCaa	Ndanda_Ca-a	kwɔ̌	kwɔ̌	kʷ ɔ̌/ɔ	ndan1241		5.14715	10.3942		1 7	AX	KU	2	2.K.C 2.U.V	2.0 1.5	kʷɔ̌/ɔ	0	1245	kʷ - ɔ̌/ɔ
314	101_small	Small	NdandaMeno	Ndanda_Meno	kwɔ̌	kwɔ̌	kʷ ɔ̌/ɔ	ndan1241		5.069482	10.425853		1 7	AX	KU	5	5.K.C 5.U.V	2.0 1.5	kʷɔ̌/ɔ	0	1245	kʷ - ɔ̌/ɔ
315	101_small	Small	NdandaLek	Ndanda_Lek	mə̀tʃùʔú	mə̀tʃùʔú	m ə̀/ə tʃ ù/u ʔ ú/u	ndan1241		5.150741	10.429029		4 7 1 7 1 7	AXBYBZ	METYHY	4	4.M.C 4.E.V 4.T.C 4.Y.V 4.H.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	mə̀/ətʃù/uʔú/u	0	1247	m ə̀/ə tʃ ù/u ʔ ú/u
316	101_small	Small	NdandaNgwa	Ndanda_Ngwa	méʒúwé	méʒúwé	m é/e ʒ ú/u w é/e	ndan1241		5.191047	10.473404		4 7 3 7 6 7	AXBYBZ	MESYWE	6	6.M.C 6.E.V 6.S.C 6.Y.V 6.W.C 6.E.V	2.0 1.5 1.75 1.3 1.75 0.8	mé/eʒú/uwé/e	0	1248	m é/e ʒ ú/u w é/e
317	101_small	Small	NdandaTwefap	Ndanda_Twefap	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.027245	10.473575		1 6 7	ACX	KWI	9	9.K.C 9.W.C 9.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	0	1246	ⁿk w ɨ̌/ɨ
318	101_small	Small	NdandaDenfap	Ndanda_Denfap	ŋkwɨ̌	ŋkwɨ̌	ⁿk w ɨ̌/ɨ	ndan1241		5.111459	10.336031		1 6 7	ACX	KWI	3	3.K.C 3.W.C 3.I.V	2.0 1.5 1.5	ⁿkwɨ̌/ɨ	0	1246	ⁿk w ɨ̌/ɨ
319	101_small	Small	NdandaZua	Ndanda_Zua	kxɔ́	kxɔ́	k x ɔ́/ɔ						1 3 7	ACX	KGU	10	10.K.C 10.G.C 10.U.V	2.0 1.5 1.5	kxɔ́/ɔ	0	1245	k x ɔ́/ɔ
320	101_small	Small	Goshimjang	Goshimjang	ɣɔ́	ɣɔ́	ɣ ɔ́/ɔ	ndan1241		5.234168	10.407013		3 7	AX	GU	1	1.G.C 1.U.V	2.0 1.5	ɣɔ́/ɔ	0	1245	ɣ - ɔ́/ɔ
#
1651	102_smoke	Smoke	NdandaNyep	Ndanda_Nyep	nzɨ̌mǔ	nzɨ̌mǔ	ⁿz ɨ̌/ɨ m ǔ/u	bato1245		5.254489	10.471901		3 7 4 7	AXBZ	SIMY	7	7.S.C 7.I.V 7.M.C 7.Y.V	2.0 1.5 1.75 0.8	ⁿzɨ̌/ɨmǔ/u	0	1256	ⁿz ɨ̌/ɨ m ǔ/u
1652	102_smoke	Smoke	NdandaShingou	Ndanda_Shingou	nzɨ̌mǔ	nzɨ̌mǔ	ⁿz ɨ̌/ɨ m ǔ/u	ndan1241		5.238847	10.491081		3 7 4 7	AXBZ	SIMY	8	8.S.C 8.I.V 8.M.C 8.Y.V	2.0 1.5 1.75 0.8	ⁿzɨ̌/ɨmǔ/u	0	1256	ⁿz ɨ̌/ɨ m ǔ/u
1653	102_smoke	Smoke	NdandaCaa	Ndanda_Ca-a	nzɨ̌mǔ	nzɨ̌mǔ	ⁿz ɨ̌/ɨ m ǔ/u	ndan1241		5.14715	10.3942		3 7 4 7	AXBZ	SIMY	2	2.S.C 2.I.V 2.M.C 2.Y.V	2.0 1.5 1.75 0.8	ⁿzɨ̌/ɨmǔ/u	0	1256	ⁿz ɨ̌/ɨ m ǔ/u
1654	102_smoke	Smoke	NdandaMeno	Ndanda_Meno	nzɨ̌mǔ	nzɨ̌mǔ	ⁿz ɨ̌/ɨ m ǔ/u	ndan1241		5.069482	10.425853		3 7 4 7	AXBZ	SIMY	5	5.S.C 5.I.V 5.M.C 5.Y.V	2.0 1.5 1.75 0.8	ⁿzɨ̌/ɨmǔ/u	0	1256	ⁿz ɨ̌/ɨ m ǔ/u
1655	102_smoke	Smoke	NdandaLek	Ndanda_Lek	nzə́mú	nzə́mú	ⁿz ə́/ə m ú/u	ndan1241		5.150741	10.429029		3 7 4 7	AXBZ	SEMY	4	4.S.C 4.E.V 4.M.C 4.Y.V	2.0 1.5 1.75 0.8	ⁿzə́/əmú/u	0	1256	ⁿz ə́/ə m ú/u
1656	102_smoke	Smoke	NdandaNgwa	Ndanda_Ngwa	nzɨ mǒ	nzɨ_mǒ	ⁿz ɨ + m ǒ/o	ndan1241		5.191047	10.473404		3 7 9 4 7	AX_AX	SI_MU	6	6.S.C 6.I.V 6._._ 6.M.C 6.U.V	2.0 1.5 0.0 2.0 1.5	ⁿzɨ+mǒ/o	0	1257 1258	ⁿz ɨ + m ǒ/o
1657	102_smoke	Smoke	NdandaTwefap	Ndanda_Twefap	nzə́mǔ	nzə́mǔ	ⁿz ə́/ə m ǔ/u	ndan1241		5.027245	10.473575		3 7 4 7	AXBZ	SEMY	9	9.S.C 9.E.V 9.M.C 9.Y.V	2.0 1.5 1.75 0.8	ⁿzə́/əmǔ/u	0	1256	ⁿz ə́/ə m ǔ/u
1658	102_smoke	Smoke	NdandaDenfap	Ndanda_Denfap	nzɨ mǒ	nzɨ_mǒ	ⁿz ɨ + m ǒ/o	ndan1241		5.111459	10.336031		3 7 9 4 7	AX_AX	SI_MU	3	3.S.C 3.I.V 3._._ 3.M.C 3.U.V	2.0 1.5 0.0 2.0 1.5	ⁿzɨ+mǒ/o	0	1257 1258	ⁿz ɨ + m ǒ/o
1659	102_smoke	Smoke	NdandaZua	Ndanda_Zua	ndzə́mú	ndzə́mú	ⁿdz ə́/ə m ú/u						2 7 4 7	AXBZ	CEMY	10	10.C.C 10.E.V 10.M.C 10.Y.V	2.0 1.5 1.75 0.8	ⁿdzə́/əmú/u	0	1256	ⁿdz ə́/ə m ú/u
1660	102_smoke	Smoke	Goshimjang	Goshimjang	nzə́mú	nzə́mú	ⁿz ə́/ə m ú/u	ndan1241		5.234168	10.407013		3 7 4 7	AXBZ	SEMY	1	1.S.C 1.E.V 1.M.C 1.Y.V	2.0 1.5 1.75 0.8	ⁿzə́/əmú/u	0	1256	ⁿz ə́/ə m ú/u
#
1921	103_smooth	Smooth	NdandaNyep	Ndanda_Nyep	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k	bato1245		5.254489	10.471901		3 7 1	AXN	SIK	7	7.S.C 7.I.V 7.K.c	2.0 1.5 0.8	sɨ̂/ɨk	1	1269	s ɨ̂/ɨ k
1922	103_smooth	Smooth	NdandaShingou	Ndanda_Shingou	díɛ̂	díɛ̂	d í/i ɛ̂/ɛ	ndan1241		5.238847	10.491081		1 7 7	AXZ	TIE	8	8.T.C 8.I.V 8.E.V	2.0 1.5 0.8	dí/iɛ̂/ɛ	1	1270	d í/i - ɛ̂/ɛ
1923	103_smooth	Smooth	NdandaCaa	Ndanda_Ca-a	sɨ̂k	sɨ̂k	s ɨ̂/ɨ k	ndan1241		5.14715	10.3942		3 7 1	AXN	SIK	2	2.S.C 2.I.V 2.K.c	2.0 1.5 0.8	sɨ̂/ɨk	1	1269	s ɨ̂/ɨ k
1924	103_smooth	Smooth	NdandaMeno	Ndanda_Meno	lǎ	lǎ	l ǎ/a	ndan1241		5.069482	10.425853		5 7	AX	LA	5	5.L.C 5.A.V	2.0 1.5	lǎ/a	0	1272	l ǎ/a
1925	103_smooth	Smooth	NdandaLek	Ndanda_Lek	tsírí	tsírí	ts í/i r í/i	ndan1241		5.150741	10.429029		2 7 5 7	AXBZ	CIRI	4	4.C.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	tsí/irí/i	0	1271	ts í/i r í/i
1926	103_smooth	Smooth	NdandaNgwa	Ndanda_Ngwa	tíjɛ̌	tíjɛ̌	t í/i j ɛ̌/ɛ	ndan1241		5.191047	10.473404		1 7 6 7	AXBZ	TIJE	6	6.T.C 6.I.V 6.J.C 6.E.V	2.0 1.5 1.75 0.8	tí/ijɛ̌/ɛ	0	1270	t í/i j ɛ̌/ɛ
1927	103_smooth	Smooth	NdandaTwefap	Ndanda_Twefap	tíjɛ̌	tíjɛ̌	t í/i j ɛ̌/ɛ	ndan1241		5.027245	10.473575		1 7 6 7	AXBZ	TIJE	9	9.T.C 9.I.V 9.J.C 9.E.V	2.0 1.5 1.75 0.8	tí/ijɛ̌/ɛ	0	1270	t í/i j ɛ̌/ɛ
1928	103_smooth	Smooth	NdandaDenfap	Ndanda_Denfap	tíjɛ̀	tíjɛ̀	t í/i j ɛ̀/ɛ	ndan1241		5.111459	10.336031		1 7 6 7	AXBZ	TIJE	3	3.T.C 3.I.V 3.J.C 3.E.V	2.0 1.5 1.75 0.8	tí/ijɛ̀/ɛ	0	1270	t í/i j ɛ̀/ɛ
1929	103_smooth	Smooth	NdandaZua	Ndanda_Zua	tʃòhò	tʃòhò	tʃ ò/o h ò/o						1 7 3 7	AXBZ	TUHU	10	10.T.C 10.U.V 10.H.C 10.U.V	2.0 1.5 1.75 0.8	tʃò/ohò/o	0	1273	tʃ ò/o h ò/o
1930	103_smooth	Smooth	Goshimjang	Goshimjang	sɨ̀ŋ	sɨ̀ŋ	s ɨ̀/ɨ ŋ	ndan1241		5.234168	10.407013		3 7 4	AXN	SIN	1	1.S.C 1.I.V 1.N.c	2.0 1.5 0.8	sɨ̀/ɨŋ	0	1269	s ɨ̀/ɨ ŋ
#
481	104_snake	Snake	NdandaNyep	Ndanda_Nyep	nǔ	nǔ	n ǔ/u	bato1245		5.254489	10.471901		4 7	AX	NY	7	7.N.C 7.Y.V	2.0 1.5	nǔ/u	0	1280	n ǔ/u
482	104_snake	Snake	NdandaShingou	Ndanda_Shingou	nǔ	nǔ	n ǔ/u	ndan1241		5.238847	10.491081		4 7	AX	NY	8	8.N.C 8.Y.V	2.0 1.5	nǔ/u	0	1280	n ǔ/u
483	104_snake	Snake	NdandaCaa	Ndanda_Ca-a	nǔ	nǔ	n ǔ/u	ndan1241		5.14715	10.3942		4 7	AX	NY	2	2.N.C 2.Y.V	2.0 1.5	nǔ/u	0	1280	n ǔ/u
484	104_snake	Snake	NdandaMeno	Ndanda_Meno	nǔ	nǔ	n ǔ/u	ndan1241		5.069482	10.425853		4 7	AX	NY	5	5.N.C 5.Y.V	2.0 1.5	nǔ/u	0	1280	n ǔ/u
485	104_snake	Snake	NdandaLek	Ndanda_Lek	nú	nú	n ú/u	ndan1241		5.150741	10.429029		4 7	AX	NY	4	4.N.C 4.Y.V	2.0 1.5	nú/u	0	1280	n ú/u
486	104_snake	Snake	NdandaNgwa	Ndanda_Ngwa	nǔ	nǔ	n ǔ/u	ndan1241		5.191047	10.473404		4 7	AX	NY	6	6.N.C 6.Y.V	2.0 1.5	nǔ/u	0	1280	n ǔ/u
487	104_snake	Snake	NdandaTwefap	Ndanda_Twefap	ɲíjǔ	ɲíjǔ	ɲ í/i j ǔ/u	ndan1241		5.027245	10.473575		4 7 6 7	AXBZ	NIJY	9	9.N.C 9.I.V 9.J.C 9.Y.V	2.0 1.5 1.75 0.8	ɲí/ijǔ/u	0	1281	ɲ í/i j ǔ/u
488	104_snake	Snake	NdandaDenfap	Ndanda_Denfap	ɲíjǔ	ɲíjǔ	ɲ í/i j ǔ/u	ndan1241		5.111459	10.336031		4 7 6 7	AXBZ	NIJY	3	3.N.C 3.I.V 3.J.C 3.Y.V	2.0 1.5 1.75 0.8	ɲí/ijǔ/u	0	1281	ɲ í/i j ǔ/u
489	104_snake	Snake	NdandaZua	Ndanda_Zua	ɲú	ɲú	ɲ ú/u						4 7	AX	NY	10	10.N.C 10.Y.V	2.0 1.5	ɲú/u	0	1280	ɲ ú/u
490	104_snake	Snake	Goshimjang	Goshimjang	ɲú	ɲú	ɲ ú/u	ndan1241		5.234168	10.407013		4 7	AX	NY	1	1.N.C 1.Y.V	2.0 1.5	ɲú/u	0	1280	ɲ ú/u
#
181	105_some	Some	NdandaNyep	Ndanda_Nyep	tʃǎʔzǔk	tʃǎʔzǔk	tʃ ǎ/a ʔ z ǔ/u k	bato1245		5.254489	10.471901		1 7 1 3 7 1	AXBCYN	TAHSYK	7	7.T.C 7.A.V 7.H.C 7.S.C 7.Y.V 7.K.c	2.0 1.5 1.75 1.5 1.3 0.8	tʃǎ/aʔzǔ/uk	0	1292	tʃ ǎ/a ʔ z ǔ/u k
182	105_some	Some	NdandaShingou	Ndanda_Shingou	pǔwɔ́kêp	pǔwɔ́kêp	p ǔ/u w ɔ́/ɔ k ê/e p	ndan1241		5.238847	10.491081		1 7 6 7 1 7 1	AXBYBYN	PYWUKEP	8	8.P.C 8.Y.V 8.W.C 8.U.V 8.K.C 8.E.V 8.P.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pǔ/uwɔ́/ɔkê/ep	0	1296	p ǔ/u w ɔ́/ɔ k ê/e p
183	105_some	Some	NdandaCaa	Ndanda_Ca-a	tʃǎʔzǔk	tʃǎʔzǔk	tʃ ǎ/a ʔ z ǔ/u k	ndan1241		5.14715	10.3942		1 7 1 3 7 1	AXBCYN	TAHSYK	2	2.T.C 2.A.V 2.H.C 2.S.C 2.Y.V 2.K.c	2.0 1.5 1.75 1.5 1.3 0.8	tʃǎ/aʔzǔ/uk	0	1292	tʃ ǎ/a ʔ z ǔ/u k
184	105_some	Some	NdandaMeno	Ndanda_Meno	mɔ̌ʔɔ̌	mɔ̌ʔɔ̌	m ɔ̌/ɔ ʔ ɔ̌/ɔ	ndan1241		5.069482	10.425853		4 7 1 7	AXBZ	MUHU	5	5.M.C 5.U.V 5.H.C 5.U.V	2.0 1.5 1.75 0.8	mɔ̌/ɔʔɔ̌/ɔ	0	1295	m ɔ̌/ɔ ʔ ɔ̌/ɔ
185	105_some	Some	NdandaLek	Ndanda_Lek	mə̀tʃǔŋgɛ́	mə̀tʃǔŋgɛ́	m ə̀/ə tʃ ǔ/u ⁿg ɛ́/ɛ	ndan1241		5.150741	10.429029		4 7 1 7 1 7	AXBYBZ	METYKE	4	4.M.C 4.E.V 4.T.C 4.Y.V 4.K.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	mə̀/ətʃǔ/uⁿgɛ́/ɛ	0	1294	m ə̀/ə tʃ ǔ/u ⁿg ɛ́/ɛ
186	105_some	Some	NdandaNgwa	Ndanda_Ngwa	ndzóŋgǐ	ndzóŋgǐ	ⁿdz ó/o ⁿg ǐ/i	ndan1241		5.191047	10.473404		2 7 1 7	AXBZ	CUKI	6	6.C.C 6.U.V 6.K.C 6.I.V	2.0 1.5 1.75 0.8	ⁿdzó/oⁿgǐ/i	0	1294	- - ⁿdz ó/o ⁿg ǐ/i
187	105_some	Some	NdandaTwefap	Ndanda_Twefap	ntʃě	ntʃě	ⁿt ʃ ě/e	ndan1241		5.027245	10.473575		1 3 7	ACX	TSE	9	9.T.C 9.S.C 9.E.V	2.0 1.5 1.5	ⁿtʃě/e	0	1293	ⁿt ʃ ě/e
188	105_some	Some	NdandaDenfap	Ndanda_Denfap	ntʃě	ntʃě	ⁿt ʃ ě/e	ndan1241		5.111459	10.336031		1 3 7	ACX	TSE	3	3.T.C 3.S.C 3.E.V	2.0 1.5 1.5	ⁿtʃě/e	0	1293	ⁿt ʃ ě/e
189	105_some	Some	NdandaZua	Ndanda_Zua	búhɔ́ndɔ̀ŋgí	búhɔ́ndɔ̀ŋgí	b ú/u h ɔ́/ɔ ⁿd ɔ̀/ɔ ⁿg í/i						1 7 3 7 1 7 1 7	AXBYBYBZ	PYHUTUKI	10	10.P.C 10.Y.V 10.H.C 10.U.V 10.T.C 10.U.V 10.K.C 10.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	bú/uhɔ́/ɔⁿdɔ̀/ɔⁿgí/i	0	1297	b ú/u h ɔ́/ɔ ⁿd ɔ̀/ɔ ⁿg í/i
190	105_some	Some	Goshimjang	Goshimjang	ntʃʉ̀ʔntʃʉ̀ʔ	ntʃʉ̀ʔntʃʉ̀ʔ	ⁿt ʃ ʉ̀/ʉ ʔ ⁿt ʃ ʉ̀/ʉ ʔ	ndan1241		5.234168	10.407013		1 3 7 1 1 3 7 1	ACXMBCYN	TSYHTSYH	1	1.T.C 1.S.C 1.Y.V 1.H.c 1.T.C 1.S.C 1.Y.V 1.H.c	2.0 1.5 1.5 1.1 1.75 1.5 1.3 0.8	ⁿtʃʉ̀/ʉʔⁿtʃʉ̀/ʉʔ	0	1291	ⁿt ʃ ʉ̀/ʉ ʔ ⁿt ʃ ʉ̀/ʉ ʔ
#
1481	106_star	Star	NdandaNyep	Ndanda_Nyep	sâk	sâk	s â/a k	bato1245		5.254489	10.471901		3 7 1	AXN	SAK	7	7.S.C 7.A.V 7.K.c	2.0 1.5 0.8	sâ/ak	0	1303	s â/a k
1482	106_star	Star	NdandaShingou	Ndanda_Shingou	sâk	sâk	s â/a k	ndan1241		5.238847	10.491081		3 7 1	AXN	SAK	8	8.S.C 8.A.V 8.K.c	2.0 1.5 0.8	sâ/ak	0	1303	s â/a k
